RequestID;EmpID;EmpName;Dept;Request_Date;Completion_Date;Request_Detail;PIC
REQ0898;101;Alice Johnson;HR;24/11/2024;03/12/2024;Access Approval;John Manager
REQ0899;101;Alice Johnson;HR;25/11/2024;;Payroll Issue;Sarah Supervisor
REQ0900;104;David Brown;HR;25/11/2024;04/12/2024;Payroll Issue;John Manager
REQ0901;105;Eve Wilson;HR;25/11/2024;29/11/2024;ID Card Replacement;Michael Lead
REQ0902;104;David Brown;HR;26/11/2024;05/12/2024;Access Approval;Sarah Supervisor
REQ0903;105;Eve Wilson;HR;26/11/2024;05/12/2024;Benefit Claim;Michael Lead
REQ0904;104;David Brown;HR;26/11/2024;06/12/2024;Benefit Claim;Sarah Supervisor
REQ0905;102;Bob Smith;HR;27/11/2024;03/12/2024;Benefit Claim;John Manager
REQ0906;105;Eve Wilson;HR;28/11/2024;30/11/2024;Access Approval;Sarah Supervisor
REQ0907;104;David Brown;HR;28/11/2024;04/12/2024;ID Card Replacement;John Manager
REQ0908;103;Charlie Davis;HR;28/11/2024;02/12/2024;ID Card Replacement;John Manager
REQ0909;104;David Brown;HR;29/11/2024;04/12/2024;ID Card Replacement;John Manager
REQ0910;105;Eve Wilson;HR;29/11/2024;08/12/2024;Payroll Issue;Michael Lead
REQ0911;104;David Brown;HR;29/11/2024;07/12/2024;ID Card Replacement;Sarah Supervisor
REQ0912;103;Charlie Davis;HR;30/11/2024;04/12/2024;Access Approval;John Manager
REQ0913;104;David Brown;HR;01/12/2024;08/12/2024;Benefit Claim;Michael Lead
REQ0914;104;David Brown;HR;01/12/2024;03/12/2024;ID Card Replacement;Sarah Supervisor
REQ0915;102;Bob Smith;HR;01/12/2024;03/12/2024;Payroll Issue;Sarah Supervisor
REQ0916;103;Charlie Davis;HR;02/12/2024;09/12/2024;Payroll Issue;John Manager
REQ0917;104;David Brown;HR;02/12/2024;09/12/2024;Benefit Claim;Michael Lead
REQ0918;105;Eve Wilson;HR;03/12/2024;09/12/2024;Benefit Claim;Sarah Supervisor
REQ0919;105;Eve Wilson;HR;04/12/2024;09/12/2024;Access Approval;Sarah Supervisor
REQ0920;105;Eve Wilson;HR;04/12/2024;14/12/2024;ID Card Replacement;Sarah Supervisor
REQ0921;104;David Brown;HR;;05/12/2024;Benefit Claim;John Manager
REQ0922;101;Alice Johnson;HR;04/12/2024;12/12/2024;Access Approval;John Manager
REQ0923;105;Eve Wilson;HR;04/12/2024;11/12/2024;Benefit Claim;Michael Lead
REQ0924;102;Bob Smith;HR;04/12/2024;11/12/2024;Access Approval;John Manager
REQ0925;104;David Brown;HR;05/12/2024;08/12/2024;Benefit Claim;Michael Lead
REQ0926;105;Eve Wilson;HR;06/12/2024;16/12/2024;ID Card Replacement;John Manager
REQ0927;103;Charlie Davis;HR;06/12/2024;10/12/2024;Payroll Issue;Sarah Supervisor
REQ0928;105;Eve Wilson;HR;06/12/2024;13/12/2024;Access Approval;Michael Lead
REQ0929;102;Bob Smith;HR;06/12/2024;11/12/2024;Benefit Claim;Michael Lead
REQ0930;102;Bob Smith;HR;06/12/2024;08/12/2024;Payroll Issue;John Manager
REQ0931;105;Eve Wilson;HR;06/12/2024;12/12/2024;Payroll Issue;Sarah Supervisor
REQ0932;102;Bob Smith;HR;06/12/2024;14/12/2024;Access Approval;Michael Lead
REQ0933;101;Alice Johnson;HR;07/12/2024;11/12/2024;Benefit Claim;John Manager
REQ0934;102;Bob Smith;HR;08/12/2024;13/12/2024;Payroll Issue;Michael Lead
REQ0935;103;Charlie Davis;HR;08/12/2024;14/12/2024;Payroll Issue;John Manager
REQ0936;101;Alice Johnson;HR;08/12/2024;11/12/2024;Payroll Issue;Sarah Supervisor
REQ0937;105;Eve Wilson;HR;08/12/2024;15/12/2024;Access Approval;John Manager
REQ0938;104;David Brown;HR;09/12/2024;15/12/2024;Payroll Issue;Sarah Supervisor
REQ0939;104;David Brown;HR;09/12/2024;15/12/2024;Benefit Claim;John Manager
REQ0940;103;Charlie Davis;HR;09/12/2024;17/12/2024;ID Card Replacement;Michael Lead
REQ0941;104;David Brown;HR;09/12/2024;15/12/2024;Benefit Claim;Michael Lead
REQ0942;105;Eve Wilson;HR;09/12/2024;19/12/2024;Payroll Issue;Michael Lead
REQ0943;104;David Brown;HR;09/12/2024;11/12/2024;Payroll Issue;John Manager
REQ0944;105;Eve Wilson;HR;10/12/2024;14/12/2024;ID Card Replacement;Sarah Supervisor
REQ0945;102;Bob Smith;HR;10/12/2024;15/12/2024;Payroll Issue;Michael Lead
REQ0946;105;Eve Wilson;HR;10/12/2024;20/12/2024;Access Approval;Michael Lead
REQ0947;103;Charlie Davis;HR;10/12/2024;17/12/2024;ID Card Replacement;John Manager
REQ0948;102;Bob Smith;HR;10/12/2024;16/12/2024;Access Approval;John Manager
REQ0949;103;Charlie Davis;HR;11/12/2024;17/12/2024;Benefit Claim;Sarah Supervisor
REQ0950;103;Charlie Davis;HR;11/12/2024;;Benefit Claim;Sarah Supervisor
REQ0951;105;Eve Wilson;HR;12/12/2024;17/12/2024;Benefit Claim;Michael Lead
REQ0952;103;Charlie Davis;HR;12/12/2024;20/12/2024;Benefit Claim;John Manager
REQ0953;104;David Brown;HR;12/12/2024;19/12/2024;Benefit Claim;Michael Lead
REQ0954;103;Charlie Davis;HR;;16/12/2024;Access Approval;John Manager
REQ0955;102;Bob Smith;HR;13/12/2024;22/12/2024;ID Card Replacement;Sarah Supervisor
REQ0956;104;David Brown;HR;14/12/2024;24/12/2024;Payroll Issue;John Manager
REQ0957;105;Eve Wilson;HR;14/12/2024;22/12/2024;Benefit Claim;Michael Lead
REQ0958;103;Charlie Davis;HR;14/12/2024;22/12/2024;Payroll Issue;Sarah Supervisor
REQ0959;102;Bob Smith;HR;14/12/2024;22/12/2024;Payroll Issue;Michael Lead
REQ0960;103;Charlie Davis;HR;15/12/2024;17/12/2024;Access Approval;Sarah Supervisor
REQ0961;104;David Brown;HR;15/12/2024;;ID Card Replacement;Sarah Supervisor
REQ0962;101;Alice Johnson;HR;15/12/2024;17/12/2024;Payroll Issue;Sarah Supervisor
REQ0963;102;Bob Smith;HR;15/12/2024;25/12/2024;Access Approval;John Manager
REQ0964;101;Alice Johnson;HR;15/12/2024;18/12/2024;Benefit Claim;Sarah Supervisor
REQ0965;105;Eve Wilson;HR;16/12/2024;25/12/2024;;Michael Lead
REQ0966;101;Alice Johnson;HR;16/12/2024;24/12/2024;Benefit Claim;Sarah Supervisor
REQ0967;101;Alice Johnson;HR;16/12/2024;22/12/2024;Access Approval;Michael Lead
REQ0968;102;Bob Smith;HR;17/12/2024;26/12/2024;Access Approval;Michael Lead
REQ0969;102;Bob Smith;HR;18/12/2024;23/12/2024;ID Card Replacement;Michael Lead
REQ0970;103;Charlie Davis;HR;18/12/2024;;Benefit Claim;Sarah Supervisor
REQ0971;105;Eve Wilson;HR;19/12/2024;29/12/2024;Benefit Claim;Sarah Supervisor
REQ0972;101;Alice Johnson;HR;19/12/2024;25/12/2024;Payroll Issue;Michael Lead
REQ0973;104;David Brown;HR;20/12/2024;29/12/2024;Access Approval;Michael Lead
REQ0974;104;David Brown;HR;20/12/2024;;Access Approval;Michael Lead
REQ0975;102;Bob Smith;HR;20/12/2024;22/12/2024;Benefit Claim;Sarah Supervisor
REQ0976;103;Charlie Davis;HR;21/12/2024;25/12/2024;Payroll Issue;Sarah Supervisor
REQ0977;103;Charlie Davis;HR;22/12/2024;23/12/2024;Access Approval;Sarah Supervisor
REQ0978;102;Bob Smith;HR;22/12/2024;26/12/2024;Access Approval;John Manager
REQ0979;105;Eve Wilson;HR;23/12/2024;02/01/2025;ID Card Replacement;Sarah Supervisor
REQ0980;102;Bob Smith;HR;23/12/2024;26/12/2024;Benefit Claim;Michael Lead
REQ0981;105;Eve Wilson;HR;24/12/2024;27/12/2024;Benefit Claim;John Manager
REQ0982;102;Bob Smith;HR;24/12/2024;31/12/2024;Benefit Claim;Sarah Supervisor
REQ0983;102;Bob Smith;HR;24/12/2024;27/12/2024;Access Approval;Sarah Supervisor
REQ0984;101;Alice Johnson;HR;24/12/2024;;ID Card Replacement;Sarah Supervisor
REQ0985;105;Eve Wilson;HR;25/12/2024;30/12/2024;ID Card Replacement;John Manager
REQ0986;101;Alice Johnson;HR;25/12/2024;31/12/2024;ID Card Replacement;John Manager
REQ0987;105;Eve Wilson;HR;26/12/2024;31/12/2024;Payroll Issue;John Manager
REQ0988;101;Alice Johnson;HR;27/12/2024;01/01/2025;Payroll Issue;John Manager
REQ0989;105;Eve Wilson;HR;27/12/2024;04/01/2025;Access Approval;John Manager
REQ0990;102;Bob Smith;HR;27/12/2024;;Payroll Issue;John Manager
REQ0991;102;Bob Smith;HR;27/12/2024;02/01/2025;Payroll Issue;Sarah Supervisor
REQ0992;105;Eve Wilson;HR;27/12/2024;;ID Card Replacement;Sarah Supervisor
REQ0993;102;Bob Smith;HR;27/12/2024;05/01/2025;ID Card Replacement;Sarah Supervisor
REQ0994;103;Charlie Davis;HR;27/12/2024;04/01/2025;Payroll Issue;Sarah Supervisor
REQ0995;105;Eve Wilson;HR;29/12/2024;07/01/2025;ID Card Replacement;Sarah Supervisor
REQ0996;102;Bob Smith;HR;;09/01/2025;Benefit Claim;Sarah Supervisor
REQ0997;103;Charlie Davis;HR;30/12/2024;;ID Card Replacement;Michael Lead
REQ0998;102;Bob Smith;HR;30/12/2024;03/01/2025;Benefit Claim;Michael Lead
REQ0999;103;Charlie Davis;HR;31/12/2024;07/01/2025;Access Approval;John Manager
REQ1000;103;Charlie Davis;HR;31/12/2024;;Benefit Claim;John Manager
