RequestID,EmpID,EmpName,Dept,Request_Date,Completion_Date,Request_Detail,PIC,Processing Days,SLA Compliance
REQ0784,105,Eve Wilson,HR,2024-10-21,2024-10-23,ID Card Replacement,Sarah Supervisor,2,Pass
REQ0785,101,Alice Johnson,HR,2024-10-21,2024-10-27,Access Approval,Sarah Supervisor,5,Miss
REQ0786,105,Eve Wilson,HR,2024-10-20,2024-10-23,Benefit Claim,Michael Lead,2,Pass
REQ0787,102,Bob Smith,HR,2024-10-22,2024-10-30,Payroll Issue,Michael Lead,6,Miss
REQ0788,102,Bob Smith,HR,2024-10-22,2024-10-27,Benefit Claim,Sarah Supervisor,4,Miss
REQ0789,102,Bob Smith,HR,2024-10-22,2024-10-29,Payroll Issue,Michael Lead,5,Miss
REQ0790,104,David Brown,HR,2024-10-22,2024-10-30,Payroll Issue,Sarah Supervisor,6,Miss
REQ0791,102,Bob Smith,HR,2024-10-22,2024-10-23,Payroll Issue,John Manager,1,Pass
REQ0792,102,Bob Smith,HR,2024-10-23,2024-10-28,Access Approval,Michael Lead,3,Pass
REQ0793,105,Eve Wilson,HR,2024-10-23,2024-10-29,Access Approval,Michael Lead,4,Miss
REQ0794,105,Eve Wilson,HR,2024-10-23,2024-10-31,Payroll Issue,Michael Lead,6,Miss
REQ0795,105,Eve Wilson,HR,2024-10-23,2024-10-24,ID Card Replacement,John Manager,1,Pass
REQ0796,103,Charlie Davis,HR,2024-10-23,2024-10-30,Benefit Claim,Sarah Supervisor,5,Miss
REQ0797,103,Charlie Davis,HR,2024-10-24,2024-10-25,ID Card Replacement,Michael Lead,1,Pass
REQ0798,104,David Brown,HR,2024-10-24,2024-11-02,ID Card Replacement,John Manager,7,Miss
REQ0799,104,David Brown,HR,2024-10-24,2024-10-25,Payroll Issue,John Manager,1,Pass
REQ0800,103,Charlie Davis,HR,2024-10-25,2024-10-27,Access Approval,John Manager,1,Pass
REQ0801,104,David Brown,HR,2024-10-25,2024-10-30,ID Card Replacement,Sarah Supervisor,3,Pass
REQ0802,102,Bob Smith,HR,2024-10-28,2024-11-02,Payroll Issue,John Manager,5,Miss
REQ0803,101,Alice Johnson,HR,2024-10-29,2024-11-03,Benefit Claim,Michael Lead,4,Miss
REQ0804,103,Charlie Davis,HR,2024-10-28,2024-11-06,Benefit Claim,John Manager,7,Miss
REQ0805,102,Bob Smith,HR,2024-10-28,2024-11-05,Access Approval,John Manager,6,Miss
REQ0806,102,Bob Smith,HR,2024-10-28,2024-11-04,Access Approval,Sarah Supervisor,5,Miss
REQ0807,104,David Brown,HR,2024-10-28,2024-11-05,Benefit Claim,Michael Lead,6,Miss
REQ0808,102,Bob Smith,HR,2024-10-29,2024-11-03,ID Card Replacement,Sarah Supervisor,4,Miss
REQ0809,105,Eve Wilson,HR,2024-10-29,2024-11-04,Benefit Claim,John Manager,4,Miss
REQ0810,101,Alice Johnson,HR,2024-10-29,2024-11-07,ID Card Replacement,John Manager,7,Miss
REQ0811,103,Charlie Davis,HR,2024-10-30,2024-11-05,Benefit Claim,Sarah Supervisor,4,Miss
REQ0812,101,Alice Johnson,HR,2024-10-30,2024-11-08,Benefit Claim,Michael Lead,7,Miss
REQ0813,101,Alice Johnson,HR,2024-10-31,2024-11-02,Benefit Claim,Sarah Supervisor,2,Pass
REQ0814,104,David Brown,HR,2024-10-31,2024-11-05,Access Approval,Michael Lead,3,Pass
REQ0815,104,David Brown,HR,2024-10-31,2024-11-06,Benefit Claim,Michael Lead,4,Miss
REQ0816,104,David Brown,HR,2024-10-31,2024-11-07,Access Approval,Sarah Supervisor,5,Miss
REQ0817,104,David Brown,HR,2024-10-31,2024-11-06,Payroll Issue,Sarah Supervisor,4,Miss
REQ0818,101,Alice Johnson,HR,2024-11-01,2024-11-05,Access Approval,Sarah Supervisor,2,Pass
REQ0819,101,Alice Johnson,HR,2024-11-01,2024-11-03,ID Card Replacement,Michael Lead,1,Pass
REQ0820,102,Bob Smith,HR,2024-11-01,2024-11-11,Benefit Claim,John Manager,6,Miss
REQ0821,105,Eve Wilson,HR,2024-11-01,2024-11-03,ID Card Replacement,John Manager,1,Pass
REQ0822,101,Alice Johnson,HR,2024-11-06,2024-11-09,Payroll Issue,Michael Lead,3,Pass
REQ0823,105,Eve Wilson,HR,2024-11-02,2024-11-12,Benefit Claim,John Manager,6,Miss
REQ0824,101,Alice Johnson,HR,2024-11-02,2024-11-11,Access Approval,Sarah Supervisor,5,Miss
REQ0825,104,David Brown,HR,2024-11-03,2024-11-13,Access Approval,Michael Lead,7,Miss
REQ0826,103,Charlie Davis,HR,2024-11-03,2024-11-09,Payroll Issue,Sarah Supervisor,5,Miss
REQ0827,102,Bob Smith,HR,2024-11-04,2024-11-11,Access Approval,John Manager,5,Miss
REQ0828,102,Bob Smith,HR,2024-11-04,2024-11-09,Access Approval,Michael Lead,5,Miss
REQ0829,101,Alice Johnson,HR,2024-11-05,2024-11-12,Payroll Issue,Michael Lead,5,Miss
REQ0830,101,Alice Johnson,HR,2024-11-05,2024-11-08,Access Approval,John Manager,3,Pass
REQ0831,101,Alice Johnson,HR,2024-11-05,2024-11-06,ID Card Replacement,John Manager,1,Pass
REQ0832,105,Eve Wilson,HR,2024-11-05,2024-11-10,Access Approval,John Manager,4,Miss
REQ0833,101,Alice Johnson,HR,2024-11-05,2024-11-08,ID Card Replacement,Sarah Supervisor,3,Pass
REQ0834,102,Bob Smith,HR,2024-11-05,2024-11-10,ID Card Replacement,Michael Lead,4,Miss
REQ0835,101,Alice Johnson,HR,2024-11-07,2024-11-09,Access Approval,John Manager,2,Pass
REQ0836,105,Eve Wilson,HR,2024-11-07,2024-11-09,ID Card Replacement,Sarah Supervisor,2,Pass
REQ0837,101,Alice Johnson,HR,2024-11-07,2024-11-16,Payroll Issue,John Manager,7,Miss
REQ0838,105,Eve Wilson,HR,2024-11-07,2024-11-16,Access Approval,John Manager,7,Miss
REQ0839,102,Bob Smith,HR,2024-11-07,2024-11-15,Payroll Issue,Michael Lead,6,Miss
REQ0840,102,Bob Smith,HR,2024-11-08,2024-11-10,Payroll Issue,John Manager,1,Pass
REQ0841,104,David Brown,HR,2024-11-09,2024-11-16,Benefit Claim,Michael Lead,5,Miss
REQ0842,101,Alice Johnson,HR,2024-11-09,2024-11-10,Benefit Claim,Sarah Supervisor,0,Pass
REQ0843,105,Eve Wilson,HR,2024-11-09,2024-11-18,Payroll Issue,John Manager,5,Miss
REQ0844,102,Bob Smith,HR,2024-11-09,2024-11-14,Payroll Issue,Michael Lead,3,Pass
REQ0845,104,David Brown,HR,2024-11-10,2024-11-18,Benefit Claim,Michael Lead,5,Miss
REQ0846,102,Bob Smith,HR,2024-11-10,2024-11-11,Payroll Issue,Michael Lead,0,Pass
REQ0847,103,Charlie Davis,HR,2024-11-04,2024-11-13,ID Card Replacement,Sarah Supervisor,7,Miss
REQ0848,103,Charlie Davis,HR,2024-11-10,2024-11-14,Payroll Issue,Sarah Supervisor,3,Pass
REQ0849,104,David Brown,HR,2024-11-10,2024-11-19,Benefit Claim,Michael Lead,6,Miss
REQ0850,105,Eve Wilson,HR,2024-11-10,2024-11-14,ID Card Replacement,Sarah Supervisor,3,Pass
REQ0851,104,David Brown,HR,2024-11-10,2024-11-18,ID Card Replacement,John Manager,5,Miss
REQ0852,103,Charlie Davis,HR,2024-11-10,2024-11-15,ID Card Replacement,Sarah Supervisor,4,Miss
REQ0853,103,Charlie Davis,HR,2024-11-11,2024-11-21,Payroll Issue,Sarah Supervisor,8,Miss
REQ0854,104,David Brown,HR,2024-11-11,2024-11-15,Payroll Issue,Sarah Supervisor,4,Miss
REQ0855,103,Charlie Davis,HR,2024-11-11,2024-11-13,Payroll Issue,Michael Lead,2,Pass
REQ0856,101,Alice Johnson,HR,2024-11-12,2024-11-19,Access Approval,Michael Lead,5,Miss
REQ0857,103,Charlie Davis,HR,2024-11-13,2024-11-19,Benefit Claim,Michael Lead,4,Miss
REQ0858,103,Charlie Davis,HR,2024-11-13,2024-11-17,Benefit Claim,Sarah Supervisor,3,Pass
REQ0859,105,Eve Wilson,HR,2024-11-14,2024-11-19,ID Card Replacement,Sarah Supervisor,3,Pass
REQ0860,105,Eve Wilson,HR,2024-11-14,2024-11-24,Access Approval,John Manager,7,Miss
REQ0861,103,Charlie Davis,HR,2024-11-14,2024-11-15,ID Card Replacement,Michael Lead,1,Pass
REQ0862,105,Eve Wilson,HR,2024-11-14,2024-11-22,ID Card Replacement,Michael Lead,6,Miss
REQ0863,104,David Brown,HR,2024-11-14,2024-11-17,Payroll Issue,John Manager,2,Pass
REQ0864,104,David Brown,HR,2024-11-15,2024-11-25,Access Approval,John Manager,6,Miss
REQ0865,102,Bob Smith,HR,2024-11-15,2024-11-17,Access Approval,Sarah Supervisor,1,Pass
REQ0866,105,Eve Wilson,HR,2024-11-16,2024-11-21,ID Card Replacement,Michael Lead,3,Pass
REQ0867,102,Bob Smith,HR,2024-11-16,2024-11-17,Access Approval,Sarah Supervisor,0,Pass
REQ0868,105,Eve Wilson,HR,2024-11-17,2024-11-19,Benefit Claim,Sarah Supervisor,1,Pass
REQ0869,105,Eve Wilson,HR,2024-11-17,2024-11-23,Access Approval,Michael Lead,5,Miss
REQ0870,103,Charlie Davis,HR,2024-11-20,2024-11-26,Payroll Issue,Sarah Supervisor,4,Miss
REQ0871,103,Charlie Davis,HR,2024-11-18,2024-11-26,Payroll Issue,John Manager,6,Miss
REQ0872,104,David Brown,HR,2024-11-18,2024-11-27,Benefit Claim,Sarah Supervisor,7,Miss
REQ0873,103,Charlie Davis,HR,2024-11-18,2024-11-26,Payroll Issue,John Manager,6,Miss
REQ0874,104,David Brown,HR,2024-11-18,2024-11-24,Benefit Claim,Michael Lead,5,Miss
REQ0875,104,David Brown,HR,2024-11-20,2024-11-26,Benefit Claim,Sarah Supervisor,4,Miss
REQ0876,101,Alice Johnson,HR,2024-11-20,2024-11-21,Access Approval,John Manager,1,Pass
REQ0877,102,Bob Smith,HR,2024-11-20,2024-11-26,ID Card Replacement,Michael Lead,4,Miss
REQ0878,102,Bob Smith,HR,2024-11-20,2024-11-29,Payroll Issue,Sarah Supervisor,7,Miss
REQ0879,103,Charlie Davis,HR,2024-11-20,2024-11-23,Benefit Claim,John Manager,3,Pass
REQ0880,102,Bob Smith,HR,2024-11-21,2024-11-26,ID Card Replacement,Sarah Supervisor,3,Pass
REQ0881,104,David Brown,HR,2024-11-21,2024-12-01,Access Approval,Sarah Supervisor,7,Miss
REQ0882,101,Alice Johnson,HR,2024-11-21,2024-11-26,Payroll Issue,Sarah Supervisor,3,Pass
REQ0883,102,Bob Smith,HR,2024-11-21,2024-11-27,Benefit Claim,John Manager,4,Miss
REQ0884,104,David Brown,HR,2024-11-21,2024-11-23,Benefit Claim,Michael Lead,2,Pass
REQ0885,101,Alice Johnson,HR,2024-11-22,2024-11-26,Payroll Issue,John Manager,2,Pass
REQ0886,103,Charlie Davis,HR,2024-11-22,2024-11-26,Access Approval,John Manager,2,Pass
REQ0887,102,Bob Smith,HR,2024-11-22,2024-11-27,Access Approval,Sarah Supervisor,3,Pass
REQ0888,105,Eve Wilson,HR,2024-11-22,2024-11-29,Payroll Issue,John Manager,5,Miss
REQ0889,105,Eve Wilson,HR,2024-11-23,2024-12-02,Access Approval,John Manager,5,Miss
REQ0890,104,David Brown,HR,2024-11-23,2024-11-24,Access Approval,John Manager,0,Pass
REQ0891,103,Charlie Davis,HR,2024-11-23,2024-11-26,Benefit Claim,Sarah Supervisor,1,Pass
REQ0892,105,Eve Wilson,HR,2024-11-23,2024-12-03,ID Card Replacement,Sarah Supervisor,6,Miss
REQ0893,105,Eve Wilson,HR,2024-11-23,2024-11-26,Access Approval,John Manager,1,Pass
REQ0894,104,David Brown,HR,2024-11-23,2024-11-26,Access Approval,John Manager,1,Pass
REQ0895,104,David Brown,HR,2024-11-23,2024-11-26,Benefit Claim,Michael Lead,1,Pass
REQ0896,101,Alice Johnson,HR,2024-11-24,2024-11-30,Benefit Claim,Michael Lead,5,Miss
REQ0897,101,Alice Johnson,HR,2024-11-21,2024-11-26,ID Card Replacement,Sarah Supervisor,3,Pass
REQ0898,101,Alice Johnson,HR,2024-11-24,2024-12-03,Access Approval,John Manager,6,Miss
REQ0899,101,Alice Johnson,HR,2024-11-25,2024-12-01,Payroll Issue,Sarah Supervisor,5,Miss
REQ0900,104,David Brown,HR,2024-11-25,2024-12-04,Payroll Issue,John Manager,7,Miss
REQ0901,105,Eve Wilson,HR,2024-11-25,2024-11-29,ID Card Replacement,Michael Lead,4,Miss
REQ0902,104,David Brown,HR,2024-11-26,2024-12-05,Access Approval,Sarah Supervisor,7,Miss
REQ0903,105,Eve Wilson,HR,2024-11-26,2024-12-05,Benefit Claim,Michael Lead,7,Miss
REQ0904,104,David Brown,HR,2024-11-26,2024-12-06,Benefit Claim,Sarah Supervisor,8,Miss
REQ0905,102,Bob Smith,HR,2024-11-27,2024-12-03,Benefit Claim,John Manager,4,Miss
REQ0906,105,Eve Wilson,HR,2024-11-28,2024-11-30,Access Approval,Sarah Supervisor,2,Pass
REQ0907,104,David Brown,HR,2024-11-28,2024-12-04,ID Card Replacement,John Manager,4,Miss
REQ0908,103,Charlie Davis,HR,2024-11-28,2024-12-02,ID Card Replacement,John Manager,2,Pass
REQ0909,104,David Brown,HR,2024-11-29,2024-12-04,ID Card Replacement,John Manager,3,Pass
REQ0910,105,Eve Wilson,HR,2024-11-29,2024-12-08,Payroll Issue,Michael Lead,6,Miss
REQ0911,104,David Brown,HR,2024-11-29,2024-12-07,ID Card Replacement,Sarah Supervisor,6,Miss
REQ0912,103,Charlie Davis,HR,2024-11-30,2024-12-04,Access Approval,John Manager,2,Pass
REQ0913,104,David Brown,HR,2024-12-01,2024-12-08,Benefit Claim,Michael Lead,5,Miss
REQ0914,104,David Brown,HR,2024-12-01,2024-12-03,ID Card Replacement,Sarah Supervisor,1,Pass
REQ0915,102,Bob Smith,HR,2024-12-01,2024-12-03,Payroll Issue,Sarah Supervisor,1,Pass
REQ0916,103,Charlie Davis,HR,2024-12-02,2024-12-09,Payroll Issue,John Manager,5,Miss
REQ0917,104,David Brown,HR,2024-12-02,2024-12-09,Benefit Claim,Michael Lead,5,Miss
REQ0918,105,Eve Wilson,HR,2024-12-03,2024-12-09,Benefit Claim,Sarah Supervisor,4,Miss
REQ0919,105,Eve Wilson,HR,2024-12-04,2024-12-09,Access Approval,Sarah Supervisor,3,Pass
REQ0920,105,Eve Wilson,HR,2024-12-04,2024-12-14,ID Card Replacement,Sarah Supervisor,8,Miss
REQ0921,104,David Brown,HR,2024-11-27,2024-12-05,Benefit Claim,John Manager,6,Miss
REQ0922,101,Alice Johnson,HR,2024-12-04,2024-12-12,Access Approval,John Manager,6,Miss
REQ0923,105,Eve Wilson,HR,2024-12-04,2024-12-11,Benefit Claim,Michael Lead,5,Miss
REQ0924,102,Bob Smith,HR,2024-12-04,2024-12-11,Access Approval,John Manager,5,Miss
REQ0925,104,David Brown,HR,2024-12-05,2024-12-08,Benefit Claim,Michael Lead,2,Pass
REQ0926,105,Eve Wilson,HR,2024-12-06,2024-12-16,ID Card Replacement,John Manager,6,Miss
REQ0927,103,Charlie Davis,HR,2024-12-06,2024-12-10,Payroll Issue,Sarah Supervisor,2,Pass
REQ0928,105,Eve Wilson,HR,2024-12-06,2024-12-13,Access Approval,Michael Lead,5,Miss
REQ0929,102,Bob Smith,HR,2024-12-06,2024-12-11,Benefit Claim,Michael Lead,3,Pass
REQ0930,102,Bob Smith,HR,2024-12-06,2024-12-08,Payroll Issue,John Manager,1,Pass
REQ0931,105,Eve Wilson,HR,2024-12-06,2024-12-12,Payroll Issue,Sarah Supervisor,4,Miss
REQ0932,102,Bob Smith,HR,2024-12-06,2024-12-14,Access Approval,Michael Lead,6,Miss
REQ0933,101,Alice Johnson,HR,2024-12-07,2024-12-11,Benefit Claim,John Manager,2,Pass
REQ0934,102,Bob Smith,HR,2024-12-08,2024-12-13,Payroll Issue,Michael Lead,4,Miss
REQ0935,103,Charlie Davis,HR,2024-12-08,2024-12-14,Payroll Issue,John Manager,5,Miss
REQ0936,101,Alice Johnson,HR,2024-12-08,2024-12-11,Payroll Issue,Sarah Supervisor,2,Pass
REQ0937,105,Eve Wilson,HR,2024-12-08,2024-12-15,Access Approval,John Manager,5,Miss
REQ0938,104,David Brown,HR,2024-12-09,2024-12-15,Payroll Issue,Sarah Supervisor,5,Miss
REQ0939,104,David Brown,HR,2024-12-09,2024-12-15,Benefit Claim,John Manager,5,Miss
REQ0940,103,Charlie Davis,HR,2024-12-09,2024-12-17,ID Card Replacement,Michael Lead,6,Miss
REQ0941,104,David Brown,HR,2024-12-09,2024-12-15,Benefit Claim,Michael Lead,5,Miss
REQ0942,105,Eve Wilson,HR,2024-12-09,2024-12-19,Payroll Issue,Michael Lead,8,Miss
REQ0943,104,David Brown,HR,2024-12-09,2024-12-11,Payroll Issue,John Manager,2,Pass
REQ0944,105,Eve Wilson,HR,2024-12-10,2024-12-14,ID Card Replacement,Sarah Supervisor,4,Miss
REQ0945,102,Bob Smith,HR,2024-12-10,2024-12-15,Payroll Issue,Michael Lead,4,Miss
REQ0946,105,Eve Wilson,HR,2024-12-10,2024-12-20,Access Approval,Michael Lead,8,Miss
REQ0947,103,Charlie Davis,HR,2024-12-10,2024-12-17,ID Card Replacement,John Manager,5,Miss
REQ0948,102,Bob Smith,HR,2024-12-10,2024-12-16,Access Approval,John Manager,4,Miss
REQ0949,103,Charlie Davis,HR,2024-12-11,2024-12-17,Benefit Claim,Sarah Supervisor,4,Miss
REQ0950,103,Charlie Davis,HR,2024-12-11,2024-12-16,Benefit Claim,Sarah Supervisor,3,Pass
REQ0951,105,Eve Wilson,HR,2024-12-12,2024-12-17,Benefit Claim,Michael Lead,3,Pass
REQ0952,103,Charlie Davis,HR,2024-12-12,2024-12-20,Benefit Claim,John Manager,6,Miss
REQ0953,104,David Brown,HR,2024-12-12,2024-12-19,Benefit Claim,Michael Lead,5,Miss
REQ0954,103,Charlie Davis,HR,2024-12-09,2024-12-16,Access Approval,John Manager,5,Miss
REQ0955,102,Bob Smith,HR,2024-12-13,2024-12-22,ID Card Replacement,Sarah Supervisor,6,Miss
REQ0956,104,David Brown,HR,2024-12-14,2024-12-24,Payroll Issue,John Manager,6,Miss
REQ0957,105,Eve Wilson,HR,2024-12-14,2024-12-22,Benefit Claim,Michael Lead,5,Miss
REQ0958,103,Charlie Davis,HR,2024-12-14,2024-12-22,Payroll Issue,Sarah Supervisor,5,Miss
REQ0959,102,Bob Smith,HR,2024-12-14,2024-12-22,Payroll Issue,Michael Lead,5,Miss
REQ0960,103,Charlie Davis,HR,2024-12-15,2024-12-17,Access Approval,Sarah Supervisor,1,Pass
REQ0961,104,David Brown,HR,2024-12-15,2024-12-20,ID Card Replacement,Sarah Supervisor,4,Miss
REQ0962,101,Alice Johnson,HR,2024-12-15,2024-12-17,Payroll Issue,Sarah Supervisor,1,Pass
REQ0963,102,Bob Smith,HR,2024-12-15,2024-12-25,Access Approval,John Manager,7,Miss
REQ0964,101,Alice Johnson,HR,2024-12-15,2024-12-18,Benefit Claim,Sarah Supervisor,2,Pass
REQ0965,105,Eve Wilson,HR,2024-12-16,2024-12-25,Benefit Claim,Michael Lead,7,Miss
REQ0966,101,Alice Johnson,HR,2024-12-16,2024-12-24,Benefit Claim,Sarah Supervisor,6,Miss
REQ0967,101,Alice Johnson,HR,2024-12-16,2024-12-22,Access Approval,Michael Lead,5,Miss
REQ0968,102,Bob Smith,HR,2024-12-17,2024-12-26,Access Approval,Michael Lead,7,Miss
REQ0969,102,Bob Smith,HR,2024-12-18,2024-12-23,ID Card Replacement,Michael Lead,3,Pass
REQ0970,103,Charlie Davis,HR,2024-12-18,2024-12-23,Benefit Claim,Sarah Supervisor,3,Pass
REQ0971,105,Eve Wilson,HR,2024-12-19,2024-12-29,Benefit Claim,Sarah Supervisor,7,Miss
REQ0972,101,Alice Johnson,HR,2024-12-19,2024-12-25,Payroll Issue,Michael Lead,4,Miss
REQ0973,104,David Brown,HR,2024-12-20,2024-12-29,Access Approval,Michael Lead,6,Miss
REQ0974,104,David Brown,HR,2024-12-20,2024-12-26,Access Approval,Michael Lead,4,Miss
REQ0975,102,Bob Smith,HR,2024-12-20,2024-12-22,Benefit Claim,Sarah Supervisor,1,Pass
REQ0976,103,Charlie Davis,HR,2024-12-21,2024-12-25,Payroll Issue,Sarah Supervisor,2,Pass
REQ0977,103,Charlie Davis,HR,2024-12-22,2024-12-23,Access Approval,Sarah Supervisor,0,Pass
REQ0978,102,Bob Smith,HR,2024-12-22,2024-12-26,Access Approval,John Manager,3,Pass
REQ0979,105,Eve Wilson,HR,2024-12-23,2025-01-02,ID Card Replacement,Sarah Supervisor,8,Miss
REQ0980,102,Bob Smith,HR,2024-12-23,2024-12-26,Benefit Claim,Michael Lead,3,Pass
REQ0981,105,Eve Wilson,HR,2024-12-24,2024-12-27,Benefit Claim,John Manager,3,Pass
REQ0982,102,Bob Smith,HR,2024-12-24,2024-12-31,Benefit Claim,Sarah Supervisor,5,Miss
REQ0983,102,Bob Smith,HR,2024-12-24,2024-12-27,Access Approval,Sarah Supervisor,3,Pass
REQ0984,101,Alice Johnson,HR,2024-12-24,2024-12-29,ID Card Replacement,Sarah Supervisor,4,Miss
REQ0985,105,Eve Wilson,HR,2024-12-25,2024-12-30,ID Card Replacement,John Manager,3,Pass
REQ0986,101,Alice Johnson,HR,2024-12-25,2024-12-31,ID Card Replacement,John Manager,4,Miss
REQ0987,105,Eve Wilson,HR,2024-12-26,2024-12-31,Payroll Issue,John Manager,3,Pass
REQ0988,101,Alice Johnson,HR,2024-12-27,2025-01-01,Payroll Issue,John Manager,3,Pass
REQ0989,105,Eve Wilson,HR,2024-12-27,2025-01-04,Access Approval,John Manager,6,Miss
REQ0990,102,Bob Smith,HR,2024-12-27,2025-01-01,Payroll Issue,John Manager,3,Pass
REQ0991,102,Bob Smith,HR,2024-12-27,2025-01-02,Payroll Issue,Sarah Supervisor,4,Miss
REQ0992,105,Eve Wilson,HR,2024-12-27,2025-01-01,ID Card Replacement,Sarah Supervisor,3,Pass
REQ0993,102,Bob Smith,HR,2024-12-27,2025-01-05,ID Card Replacement,Sarah Supervisor,6,Miss
REQ0994,103,Charlie Davis,HR,2024-12-27,2025-01-04,Payroll Issue,Sarah Supervisor,6,Miss
REQ0995,105,Eve Wilson,HR,2024-12-29,2025-01-07,ID Card Replacement,Sarah Supervisor,6,Miss
REQ0996,102,Bob Smith,HR,2024-12-29,2025-01-09,Benefit Claim,Sarah Supervisor,8,Miss
REQ0997,103,Charlie Davis,HR,2024-12-30,2025-01-05,ID Card Replacement,Michael Lead,5,Miss
REQ0998,102,Bob Smith,HR,2024-12-30,2025-01-03,Benefit Claim,Michael Lead,4,Miss
REQ0999,103,Charlie Davis,HR,2024-12-31,2025-01-07,Access Approval,John Manager,5,Miss
REQ1000,103,Charlie Davis,HR,2024-12-31,2025-01-05,Benefit Claim,John Manager,4,Miss
